merchant_id,month,tpv,approval_rate,pct_ecom,n_tx
10002563,2025-01-01,1493.06,0.6666666666666666,0.0,3
10002636,2025-12-01,376.86,1.0,0.0,4
10002670,2024-01-01,29.25,1.0,1.0,1
10002746,2024-09-01,93.87,1.0,0.0,1
10002771,2024-10-01,54.87,1.0,0.0,1
10002780,2025-05-01,2358.91,0.8333333333333334,0.1235825020878287,6
10002964,2025-12-01,0.0,0.0,0.0,1
10003102,2025-10-01,143.48,1.0,0.0,1
10003107,2025-02-01,32.13,1.0,0.0,1
10003413,2025-01-01,31.16,1.0,0.0,1
10003473,2025-09-01,915.21,1.0,0.0,3
10003479,2024-09-01,828.7099999999998,0.9,0.141810766130492,10
10003536,2024-05-01,15.58,1.0,0.0,1
10003563,2024-01-01,0.0,0.0,0.0,1
10003636,2025-05-01,35.71,1.0,0.0,1
10003711,2024-05-01,77.57,1.0,0.5603970607193502,3
10003816,2024-05-01,20.96,1.0,0.0,1
10003846,2024-07-01,1759.23,1.0,0.0,3
10003896,2025-05-01,54.87,1.0,0.0,1
10003904,2025-05-01,158.37,1.0,1.0,1
10003985,2025-06-01,328.45,1.0,0.0,2
10003988,2024-09-01,86.43,0.5,0.0,2
10004003,2024-11-01,174.73999999999998,0.75,1.0,4
10004169,2024-12-01,3010.29,0.6666666666666666,0.15448345508240072,3
10004258,2025-06-01,79.16,1.0,0.0,2
10004306,2024-03-01,0.0,0.0,0.0,1
10004355,2025-01-01,150.76999999999998,1.0,0.0,2
10004413,2025-01-01,10.24,1.0,0.0,1
10004531,2024-09-01,744.75,0.6666666666666666,0.0,3
10004581,2024-10-01,84.0,1.0,0.0,1
10004658,2025-12-01,66.54,1.0,0.0,1
10004687,2024-10-01,33.06,1.0,0.0,1
10004741,2025-09-01,136.87,1.0,0.0,2
10004776,2024-11-01,315.13,0.75,0.3641354361692,8
10004803,2024-09-01,52.69,1.0,0.0,1
10005026,2024-08-01,109.17,1.0,0.0,1
10005117,2024-09-01,207.95,1.0,0.0,1
10005146,2025-01-01,199.22,1.0,0.0,3
10005159,2025-12-01,190.34,1.0,0.0,3
10005282,2024-12-01,0.0,0.0,0.0,1
10005390,2024-12-01,242.56,1.0,0.0,2
10005515,2024-06-01,169.95,1.0,0.0,1
10005525,2024-09-01,386.72,1.0,0.0,2
10005619,2024-05-01,84.79,1.0,0.0,1
10005623,2025-04-01,24.98,1.0,0.0,1
10005704,2025-12-01,878.8700000000001,0.875,0.11556885546212749,8
10005709,2024-06-01,56.94,1.0,0.0,1
10005738,2025-01-01,872.58,0.9166666666666666,0.32465791102248504,12
10005777,2025-08-01,87.1,1.0,0.0,2
10005837,2025-08-01,21.86,1.0,0.0,1
10005892,2025-09-01,158.20999999999998,0.6666666666666666,0.0,3
10005943,2024-04-01,145.37,1.0,0.12237738185320217,2
10005973,2025-10-01,15.15,1.0,0.0,1
10006019,2024-10-01,44.52,1.0,1.0,1
10006211,2025-04-01,15.49,1.0,0.0,1
10006276,2025-10-01,60.12,0.3333333333333333,0.0,3
10006301,2024-02-01,59.230000000000004,1.0,0.0,2
10006326,2024-09-01,123.0,0.5,0.0,2
10006569,2024-03-01,288.74,1.0,0.0,6
10006705,2025-06-01,36.04,1.0,0.0,1
10006764,2025-11-01,1693.12,1.0,0.0,1
10006834,2025-01-01,410.66999999999996,1.0,0.0,5
10006861,2025-07-01,46.41,1.0,0.0,1
10006889,2024-05-01,114.96,1.0,0.0,1
10006922,2025-03-01,137.24,1.0,0.0,1
10007159,2025-01-01,12.29,1.0,0.0,1
10007339,2025-02-01,75.84,1.0,0.0,1
10007395,2024-07-01,413.64,1.0,0.25766366889082293,5
10007452,2024-06-01,233.63,1.0,0.22077644138167188,3
10007487,2024-04-01,43.5,1.0,0.0,1
10007487,2025-10-01,263.72,1.0,0.0,1
10007578,2025-09-01,421.90999999999997,1.0,0.0,3
10007642,2025-06-01,57.65,1.0,1.0,1
10007660,2024-09-01,60.7,0.3333333333333333,1.0,3
10007977,2025-06-01,439.71000000000004,1.0,0.290828045757431,4
10008029,2024-11-01,64.01,1.0,0.0,1
10008050,2025-03-01,135.1,0.6666666666666666,0.0,3
10008050,2025-07-01,0.0,0.0,0.0,1
10008210,2025-05-01,0.0,0.0,0.0,1
10008256,2024-04-01,134.86,1.0,1.0,1
10008257,2025-12-01,63.51,0.6666666666666666,0.0,3
10008307,2024-06-01,1810.39,1.0,1.0,1
10008393,2025-10-01,13.93,1.0,0.0,1
10008395,2024-05-01,94.45,1.0,0.0,2
10008419,2025-04-01,45.64,1.0,0.0,1
10008522,2025-08-01,72.87,1.0,0.0,2
10008580,2024-05-01,209.7,0.5,1.0,2
10008727,2024-07-01,1379.76,1.0,0.0,1
10008881,2025-10-01,94.78,1.0,0.0,1
10008974,2025-03-01,54.87,1.0,0.0,1
10009352,2025-05-01,34.86,1.0,0.0,1
10009730,2025-03-01,103.5,1.0,0.0,2
10009801,2024-09-01,671.37,1.0,0.0,1
10009934,2024-12-01,48.5,1.0,1.0,1
10007988,2024-01-01,311.24,1.0,0.0,2
10000056,2025-02-01,177.39,1.0,0.0,1
10000126,2025-01-01,173.17000000000002,1.0,0.3821678119766703,3
10000389,2024-04-01,1112.44,0.6666666666666666,0.0,6
10000395,2025-09-01,37.94,1.0,0.0,1
10000439,2025-12-01,102.57000000000001,1.0,0.0,2
10000539,2024-10-01,15.98,1.0,1.0,1
10000554,2024-10-01,30.03,1.0,0.0,1
10000574,2025-03-01,45.38,1.0,1.0,1
10000631,2024-06-01,66.29,1.0,1.0,1
10000770,2025-10-01,251.76999999999998,1.0,0.4153393970687532,2
10000804,2024-09-01,0.0,0.0,0.0,1
10000909,2025-01-01,518.61,1.0,1.0,2
10001015,2024-05-01,139.69,1.0,0.0,1
10001018,2025-03-01,22.5,1.0,0.0,1
10001043,2025-06-01,461.76,1.0,0.8225701663201663,2
10001106,2024-07-01,5780.64,1.0,0.0,1
10001116,2025-07-01,96.13,1.0,0.0,2
10001208,2025-12-01,7126.36,1.0,0.0,1
10001370,2025-10-01,172.79,1.0,0.0,2
10001410,2024-10-01,4255.98,0.9,0.0,10
10001473,2025-12-01,123.11999999999999,1.0,0.7569850552306693,3
10001579,2024-06-01,686.5999999999999,1.0,0.318919312554617,6
10001579,2024-07-01,507.6700000000001,1.0,0.0,7
10001593,2025-10-01,217.45999999999998,1.0,0.0,2
10001952,2025-07-01,127.15,0.5,0.0,2
10002062,2024-08-01,31.65,1.0,0.0,2
10002172,2025-08-01,1926.98,0.88,0.19288731590364197,25
10002205,2025-03-01,2.59,1.0,0.0,1
10002214,2025-04-01,253.01,1.0,0.0,1
10002248,2025-12-01,54.87,1.0,0.0,1
10002293,2024-12-01,697.7,1.0,0.13330944532033825,8
10002432,2024-07-01,133.89,1.0,0.0,2
10002457,2024-05-01,410.52,0.8333333333333334,0.0,6
10002520,2025-12-01,9.4,1.0,0.0,1
10002592,2024-05-01,507.13,1.0,0.0,1
10002726,2024-10-01,11703.94,0.6666666666666666,0.0,3
10002966,2024-08-01,165.25,1.0,0.870801815431165,3
10003009,2025-11-01,10.52,1.0,0.0,1
10003031,2025-07-01,401.78,1.0,0.0,1
10003059,2024-12-01,136.98000000000002,1.0,0.0,2
10003084,2024-06-01,1598.3000000000002,1.0,0.0,3
10003092,2025-12-01,44.15,1.0,1.0,1
10003250,2025-09-01,336.87,1.0,0.1654050523940986,3
10003258,2025-08-01,172.79000000000002,0.6666666666666666,0.7727299033508883,3
10003284,2025-10-01,1653.52,0.7777777777777778,0.22216846485074268,18
10003378,2025-08-01,35.25,0.6666666666666666,0.5835460992907802,3
10003509,2025-11-01,272.93,1.0,0.34404426043307806,3
10003518,2025-04-01,1719.68,0.9565217391304348,0.23080456829177518,23
10003530,2024-03-01,36.55,1.0,0.0,1
10003754,2025-07-01,44.71,1.0,0.0,1
10003811,2024-12-01,508.73,1.0,0.0,1
10003859,2024-10-01,4640.42,0.8870967741935484,0.18847862908960827,62
10003865,2025-12-01,1313.31,0.9545454545454546,0.18231795996375572,22
10003881,2025-01-01,53.98,0.5,1.0,2
10003925,2025-07-01,57.32,1.0,0.0,1
10003971,2024-03-01,22.93,1.0,0.0,1
10003985,2024-09-01,130.76,1.0,0.0,1
10004008,2025-09-01,466.73,1.0,0.0,1
10004035,2025-06-01,8.54,1.0,0.0,1
10004073,2025-02-01,34.21,1.0,1.0,1
10004110,2024-02-01,15.18,1.0,0.0,1
10004114,2025-09-01,5984.58,1.0,0.0,1
10004154,2024-02-01,39.03,1.0,0.7350755828849602,3
10004171,2024-12-01,42.13,0.5,0.0,2
10004201,2024-01-01,898.64,1.0,0.0,1
10004340,2025-09-01,935.86,1.0,0.0,2
10004435,2025-05-01,37.68,1.0,0.0,1
10004447,2024-12-01,31.53,1.0,0.0,1
10004467,2025-10-01,154.62,1.0,0.0,2
10004491,2025-02-01,52.42,1.0,1.0,1
10004596,2025-07-01,107.59,1.0,0.4130495399200669,2
10004652,2025-11-01,10.64,1.0,0.0,1
10004717,2025-02-01,6.83,1.0,0.0,1
10004748,2024-07-01,255.87,1.0,0.7196623285262047,4
10004776,2024-10-01,867.86,0.8571428571428571,0.13559790749660083,14
10004920,2025-02-01,124.57999999999998,1.0,0.0,2
10004952,2024-03-01,40.09,1.0,0.0,1
10005094,2024-10-01,232.83,1.0,0.0,2
10005112,2024-02-01,44.33,0.6666666666666666,0.3124295059778931,3
10005124,2024-07-01,55.56,0.6666666666666666,0.0,3
10005309,2024-08-01,54.87,1.0,0.0,1
10005434,2025-08-01,27.8,1.0,0.0,1
10005466,2024-10-01,2064.93,0.6666666666666666,0.0,3
10005485,2024-07-01,31.14,1.0,0.0,1
10005488,2025-07-01,133.2,0.75,0.4850600600600601,4
10005502,2025-10-01,52.3,1.0,0.0,1
10005507,2024-08-01,60.29,1.0,0.0,1
10005602,2025-09-01,522.9000000000001,0.8,0.11866513673742587,10
10005665,2025-05-01,0.0,0.0,0.0,1
10005835,2025-08-01,151.89,1.0,0.0,1
10006050,2024-03-01,111.64,1.0,1.0,2
10006138,2024-01-01,160.16,1.0,0.0,2
10006197,2024-06-01,10.94,1.0,0.0,1
10006215,2025-08-01,350.45000000000005,0.75,0.0,8
10006264,2024-10-01,0.0,0.0,0.0,1
10006341,2024-09-01,163.84,1.0,0.0,1
10006449,2025-01-01,38.0,0.5,0.0,2
10006555,2025-03-01,118.84,1.0,0.0,2
10006683,2024-07-01,8.49,1.0,0.0,1
10006760,2024-03-01,844.63,1.0,0.0,1
10006847,2025-03-01,29.17,1.0,1.0,1
10006932,2024-05-01,483.1,1.0,0.27658869799213415,2
10007132,2024-02-01,349.76,1.0,0.0,2
10007192,2025-06-01,134.62,1.0,0.0,2
10007238,2025-09-01,108.21,1.0,1.0,1
10007248,2025-01-01,177.14,1.0,0.0,1
10007322,2025-08-01,297.24,0.8333333333333334,0.026746063786838917,6
10007388,2024-12-01,226.15,1.0,0.7642715012160071,4
10007417,2024-08-01,54.87,1.0,1.0,1
10007430,2024-05-01,139.94,1.0,0.5683149921394883,4
10007454,2024-03-01,33.59,1.0,0.0,2
10007494,2024-04-01,89.35,1.0,0.0,2
10007577,2025-12-01,358.76,0.8333333333333334,0.0,6
10007592,2024-05-01,277.69,1.0,0.0,3
10007619,2025-03-01,942.67,1.0,0.0,2
10007628,2024-07-01,52.65,1.0,1.0,1
10007646,2025-02-01,183.47000000000003,0.6666666666666666,0.0,3
10007799,2024-06-01,18.98,1.0,0.0,1
10007813,2024-02-01,97.23,1.0,0.0,2
10007828,2025-11-01,316.44,0.8333333333333334,0.3886044747819492,6
10007853,2024-05-01,264.03,1.0,0.7714653637844185,2
10007905,2024-04-01,694.46,1.0,0.870446102007315,2
10007978,2024-02-01,171.53,1.0,0.0,1
10007984,2024-08-01,368.49,1.0,1.0,1
10008027,2025-04-01,84.34,1.0,0.0,2
10008061,2024-08-01,54.87,1.0,1.0,1
10008086,2025-03-01,193.92000000000002,1.0,0.0,3
10008156,2024-04-01,71.66,0.6666666666666666,0.6758303097962601,3
10008182,2024-10-01,10.95,1.0,0.0,1
10008202,2024-05-01,4.05,1.0,0.0,1
10008343,2024-05-01,260.64,1.0,0.35604665438919586,3
10008351,2025-02-01,697.03,0.8888888888888888,0.6728548269084544,9
10008474,2025-04-01,242.62,1.0,0.4484378864067266,5
10008542,2025-11-01,105.84,1.0,0.0,1
10008547,2024-05-01,38.5,0.5,0.0,2
10008771,2024-12-01,40.88,1.0,0.0,1
10008773,2025-02-01,54.87,1.0,0.0,1
10008834,2025-04-01,565.3199999999999,1.0,0.0,2
10008856,2025-06-01,468.19,1.0,0.12163865097503151,5
10009075,2024-08-01,47.23,1.0,0.0,2
10009090,2025-11-01,2554.71,1.0,0.0,2
10009331,2025-07-01,231.23,1.0,0.5784716516023007,2
10009401,2024-09-01,1404.3600000000001,1.0,0.0,2
10009408,2025-03-01,386.29999999999995,1.0,0.24159979290706707,4
10009490,2024-12-01,60.98,1.0,0.0,1
10009491,2024-04-01,0.0,0.0,0.0,1
10009509,2025-02-01,280.83000000000004,1.0,0.178364134885874,3
10009542,2024-01-01,125.1,1.0,0.0,1
10009616,2024-09-01,201.51999999999998,0.75,0.0,4
10009634,2024-12-01,245.51,1.0,0.0,1
10009674,2024-10-01,76.37,1.0,0.0,1
10009678,2025-08-01,8.29,1.0,0.0,1
10009718,2025-04-01,75.14,1.0,0.0,1
10009757,2024-04-01,53.29,1.0,0.7447926440232688,2
10009792,2024-08-01,353.41,1.0,0.0,5
10009839,2025-05-01,191.09,1.0,0.0,2
10006352,2024-11-01,39.85,1.0,1.0,1
10008192,2024-05-01,158.1,1.0,0.0,1
10008351,2024-03-01,857.5699999999999,0.9285714285714286,0.10519257903144932,14
10000053,2025-09-01,0.0,0.0,0.0,1
10000227,2025-07-01,26.48,1.0,1.0,1
10000267,2024-05-01,13.55,1.0,0.0,1
10000405,2025-11-01,0.0,0.0,0.0,1
10000434,2025-10-01,416.9,0.75,0.0,4
10000615,2024-09-01,1499.01,1.0,0.0,2
10000628,2024-09-01,76.85,1.0,0.0,1
10000711,2025-05-01,169.15,1.0,0.0,3
10000711,2025-10-01,169.48000000000002,1.0,0.6058531980174652,2
10000747,2025-11-01,1270.56,1.0,0.0,2
10000794,2025-01-01,0.0,0.0,0.0,1
10000889,2025-04-01,3015.1,0.5,0.0,2
10000898,2025-11-01,553.11,1.0,0.0,2
10000951,2025-12-01,2.93,1.0,0.0,1
10001079,2024-02-01,139.24,1.0,0.0,5
10001145,2025-04-01,159.69,1.0,0.0,1
10001161,2024-05-01,0.0,0.0,0.0,1
10001259,2025-03-01,272.95000000000005,1.0,0.0,2
10001271,2025-10-01,34.56,1.0,0.0,1
10001335,2024-10-01,622.7,1.0,0.0,1
10001372,2025-08-01,339.23,1.0,0.0,1
10001517,2025-02-01,77.44,1.0,0.0,1
10001521,2025-03-01,117.56,1.0,0.0,1
10001539,2025-07-01,212.27,1.0,0.0,3
10001634,2024-11-01,42.97,1.0,0.5657435420060507,2
10001666,2024-08-01,119.09,1.0,0.5392560248551516,2
10001741,2024-02-01,1255.18,1.0,0.34853168469860896,2
10001777,2024-09-01,127.01,1.0,0.0,2
10001862,2025-02-01,646.89,1.0,0.0,1
10001880,2025-09-01,1119.68,1.0,0.0,1
10001923,2024-06-01,426.29,0.5,0.0,2
10001981,2024-10-01,23.84,1.0,0.0,1
10001997,2024-08-01,109.39,1.0,0.0,1
10002115,2024-04-01,111.5,1.0,0.0,2
10002127,2025-09-01,111.31,1.0,0.0,1
10002220,2025-04-01,33.65,1.0,0.0,1
10002245,2024-08-01,251.59,1.0,0.0,1
10002268,2025-10-01,224.57999999999998,0.6666666666666666,0.35573069730162976,6
10002286,2025-06-01,121.27,0.6666666666666666,1.0,3
10002370,2024-10-01,41.94,1.0,0.0,1
10002487,2024-07-01,0.0,0.0,0.0,1
10002524,2024-06-01,44.55,1.0,0.0,1
10002550,2025-05-01,118.51,1.0,0.0,1
10002564,2024-05-01,68.8,1.0,0.0,1
10002620,2024-02-01,52.91,1.0,0.0,1
10002703,2024-08-01,900.2,1.0,0.029615640968673626,9
10002703,2025-08-01,704.72,1.0,0.12189238279032807,12
10002736,2025-01-01,97.39,1.0,0.0,1
10002754,2024-10-01,54.87,1.0,0.0,1
10002817,2024-06-01,810.36,1.0,0.0,1
10002842,2025-12-01,47.14,1.0,0.0,1
10002910,2025-02-01,655.16,0.8,0.4559802185725625,15
10002973,2024-09-01,95.17,1.0,0.0,1
10003115,2025-05-01,648.09,1.0,0.0,1
10003179,2025-02-01,158.01,0.5,0.0,2
10003301,2025-02-01,2151.44,0.7714285714285715,0.2949838247871193,35
10003453,2024-08-01,755.71,1.0,0.3742837861084278,11
10003490,2024-08-01,287.08,1.0,1.0,1
10003560,2025-07-01,525.47,1.0,0.0,1
10003605,2024-08-01,0.0,0.0,0.0,1
10003639,2025-06-01,90.99,1.0,0.0,1
10003725,2025-06-01,1108.6,1.0,0.04251307955980516,13
10003806,2025-08-01,5440.29,1.0,0.0,2
10003895,2025-03-01,52.08,1.0,0.0,1
10003940,2025-09-01,107.18,1.0,0.0,1
10004046,2024-07-01,181.20999999999998,1.0,0.0,2
10004053,2025-10-01,267.57,1.0,0.0,1
10004055,2025-10-01,49.76,0.5,0.0,2
10004101,2024-12-01,204.53,1.0,0.0,4
10004135,2024-10-01,55.75,1.0,0.0,1
10004246,2025-12-01,270.8,1.0,0.12710487444608567,3
10004289,2024-07-01,41.68,1.0,0.25,2
10004298,2025-07-01,87.75,1.0,0.0,1
10004301,2025-10-01,78.96,1.0,0.0,1
10004381,2024-07-01,103.73,0.6666666666666666,0.0,3
10004409,2025-05-01,128.09,1.0,0.0,2
10004470,2025-06-01,19.48,0.5,1.0,2
10004471,2024-06-01,352.10999999999996,1.0,0.0,2
10004617,2024-11-01,33.19,1.0,0.0,1
10004712,2024-05-01,88.4,1.0,0.0,1
10004790,2025-04-01,18.35,1.0,0.0,1
10004841,2024-08-01,440.91999999999996,1.0,0.695749795881339,3
10004955,2024-01-01,173.96000000000004,1.0,0.0,3
10004977,2025-11-01,434.02,1.0,0.08167826367448505,3
10004998,2024-03-01,201.56,1.0,0.0,1
10005000,2025-05-01,635.12,1.0,0.16056808162237057,4
10005168,2025-06-01,69.28,1.0,0.0,1
10005216,2024-03-01,105.88,1.0,0.0,2
10005267,2025-06-01,447.83,1.0,0.5245293973159458,3
10005331,2025-05-01,42.9,1.0,0.0,1
